category,title,story,url
Business,"Econet ready to showcase its digital lifestyle products, services at the ZITF","Freeman Razemba Senior Reporter THE Government has appointed Mr Edmund Murambiwa Makona as acting chief executive officer of Air Zimbabwe (Pvt) Ltd with immediate effect. Mr Makona replaces Mr Tafadzwa Zaza who has been the acting chief executive officer for the national airline for the past 16 months. In a statement, the Ministry of Transport […]",https://www.herald.co.zw/econet-ready-to-showcase-its-digital-lifestyle-products-and-services-at-the-zitf/
Business,,"Edgar Vhera Agriculture Specialist Writer EXPORT earnings from deciduous and other fruits rose 184 percent from US$1 million in the first quarter of 2023 to US$2 million in the corresponding period this year, as shipments in value added products dominate. First quarter statistics released by the Zimbabwe National Statistics Agency (ZimStats) recently show that fruit […]",
Business,Value addition anchors surge in fruit export earnings,"Fildah Gwati THE limited availability of advanced genetic resources specifically tailored for macadamia cultivation has hindered the increase in yield, overall growth and profitability of the nuts. Macadamia Producers Association of Zimbabwe secretary general and farmer in Chipinge, Mr Fortune Gurai, said the industry was lagging behind in genetic advancements, which help in boosting yields. […]",https://www.herald.co.zw/value-addition-anchors-surge-in-fruit-export-earnings/
Business,Macadamia industry struggles with genetic advancements,"Fildah Gwati National trade promotion and development organisation, ZimTrade, is leading the charge to integrate rural communities into mainstream export business through producing internationally competitive sweet potato varieties. ZimTrade client advisor Mr Kudakwashe Tarivaviri recently told The Herald that they want to reshape the narrative of horticultural exports, making it accessible to smallholder and rural […]",https://www.herald.co.zw/macadamia-industry-struggles-with-genetic-advancements/
Business,ZimTrade to integrate rural communities into export business,"Precious Manomano-Herald Reporter Winter wheat planting is on course with farmers taking steps to increase this season’s hectarage to boost the country’s self-reliance on the grain.  Statistics from the Ministry of Lands, Agriculture, Fisheries, Water and Rural Development show that of the targeted 120 000 hectares, over 1 824ha have so far been planted, and […]",https://www.herald.co.zw/zimtrade-to-integrate-rural-communities-into-export-business/
Business,Winter wheat planting on course,Ashton Mutyavaviri FIFTY-SEVEN youth farmers yesterday received certificates in agribusiness after completing a 10-day training run by the Fisheries and Aquaculture Resources Department (FARD) in collaboration with the International Institute of Tropical Agriculture (IITA). The collaboration is part of the ENABLE-Technologies for African Agricultural Transformation (TAAT) programme funded by the World Bank.,https://www.herald.co.zw/winter-wheat-planting-on-course/
Business,Norton youth farmers receive agribusiness training,"Edgar Vhera Agriculture Specialist Writer MACADAMIA nut in shell exports surged a whopping 106 percent from 310 000 kilogrammes in the first quarter of 2023 to 639 000 kilogrammes during the comparable period this year, as harvesting enters the home stretch. Statistics recently released by the Zimbabwe National Statistics Agency (ZimStats) show that macadamia nut […]",https://www.herald.co.zw/norton-youth-farmers-receive-agribusiness-training/
Business,Macadamia exports in 106pc upswing …harvesting reaches home stretch,"Edgar Vhera Agriculture Specialist Writer AT least 101 million kilogrammes of tobacco worth US$362 million had been sold by Day 33 of the 2024 marketing season, marking an 18 percent decline from the 123 million kilogrammes during the same period last year.   This comes in the wake of a strong warning by the Tobacco Industry […]",https://www.herald.co.zw/macadamia-exports-in-106pc-upswing-harvesting-reaches-home-stretch/
Business,Tobacco sales surpass 100 million kilogrammes,"Ashton Mutyavaviri INDIVIDUALS intending to enrol for the Zimbabwe Online Agriculture College’s (ZOAC) August 2024 intake must apply before July 31, the Department of Agriculture Education (DAE) in the Ministry of Lands, Agriculture, Fisheries, Water and Rural Development has said. In a flier recently posted on X (formerly Twitter), the DAE hinted that their target […]",https://www.herald.co.zw/tobacco-sales-surpass-100-million-kilogrammes/
Business,Govt recruits students for online agricultural college,"Ashton Mutyavaviri WITH this year’s winter season hinting at potentially very cold times ahead, the Zimbabwe Commercial Rabbit Breeders Association (ZICORBA) has urged rabbit producers to observe the industry’s standards and regulations on maintaining rabbits in winter. ZICORBA president Mr Regis Nyamakanga yesterday told this publication that rabbit farmers should adhere to the industry’s standards […]",https://www.herald.co.zw/govt-recruits-students-for-online-agricultural-college/
Business,"Take proper care of rabbits in winter, association tells producers","Tariro Stacey Gatsi WITH harvesting of the 2023/23 soya bean crop already underway in some areas, it is important for farmers to ensure they have proper storage facilities to protect the harvest from moisture, pests and other factors that can lead to spoilage. Agriculture expert and Agricultural and Rural Development Authority (ARDA) board chairman Mr […]",https://www.herald.co.zw/take-proper-care-of-rabbits-in-winter-association-tells-producers/
Business,"Prepare adequately for soya bean harvesting, farmers told","Fildah Gwati IN a move that adds impetus to the current efforts to climate-proof agriculture, Government has started distributing agro-ecological maps countrywide to assist farmers in choosing crops suitable for their different regions. Government is also educating farmers on agro-ecological matching to make sure they make correct choices that match the climatic and soil conditions […]",https://www.herald.co.zw/prepare-adequately-for-soya-bean-harvesting-farmers-told/
Business,"Agro-ecological zoning: Govt distributes maps, educates farmers","Tariro Stacey Gatsi NEGOTIATIONS for the 2024 cotton prices are heating up with the Agricultural Marketing Authority (AMA) currently engaging ginners and farmers to negotiate and determine prices, grading modalities and necessary adjustments. The negotiations are expected to pay the way for the adoption of a pricing structure that accurately reflects the market value of […]",https://www.herald.co.zw/agro-ecological-zoning-govt-distributes-maps-educates-farmers/
Business,Cotton price negotiations at full throttle,Agriculture Specialist Writer DAIRY processors have urged milk producers to observe withdrawal periods after treating cows to avoid repeating last year’s costly error when 96 066 litres of raw milk worth US$55 718 were rejected for testing positive to antimicrobials. Information with the Dairy Services Unit (DSU) shows that 96 066 litres of raw milk […],https://www.herald.co.zw/cotton-price-negotiations-at-full-throttle/
Business,Milk producers urged to observe withdrawal periods,"Ashton Mutyavaviri GOVERNMENT has urged all stakeholders in agriculture to invest more in value addition for both crop and livestock value chains to boost the overall performance of the farming sector. Ministry of Lands, Agriculture, Fisheries, Water and Rural Development permanent secretary Professor Obert Jiri recently said investing in value addition across all agriculture sub-sectors […]",https://www.herald.co.zw/milk-producers-urged-to-observe-withdrawal-periods/
Business,‘Value addition crucial in enhancing agric sector’s performance’,"At least 1 300 hectares have been put under wheat so far out of the targeted 120 000 hectares, with 9 000 hectares prepared and ready for planting. In an interview, acting chief director for Agricultural Advisory and Rural Development Services (AARDS) in the Ministry of Lands, Agriculture, Fisheries, Water and Rural Development, Mr Leonard […]",https://www.herald.co.zw/value-addition-crucial-in-enhancing-agric-sectors-performance/
Politics,,"George Maponga–Masvingo Bureau  A lot has been achieved by the Second Republic under President Mnangagwa’s leadership for information to be accessible to Zimbabweans, including those in rural areas, in schools and in various Government departments, Information, Publicity and Broadcasting Services Minister Dr Jenfan Muswere has said.  He was speaking at Chivi Growth Point in Masvingo […]",
Politics,Huge strides achieved in ensuring access to info,"Urbanites benefiting from the Presidential Borehole Scheme will now be connected directly to the boreholes so the water comes through their taps, as President Mnangagwa’s initiative continues to deliver potable water across the country.",https://www.herald.co.zw/huge-strides-achieved-in-ensuring-access-to-info/
Politics,Presidential scheme to connect boreholes directly to homes,"Mukudzei Chingwere-Herald Reporter PARTNERSHIPS with local companies have been approved by Government to upgrade, rehabilitate, widen and construct the 352km Harare-Chirundu Road, the other part of the major North-South Corridor that will see work on the Harare-Masvingo-Beitbridge Highway moving towards conclusion. The project is in line with the Second Republic’s vision of providing state-of-the-art road […]",https://www.herald.co.zw/presidential-scheme-to-connect-boreholes-directly-to-homes/
Politics,Harare-Chirundu highway upgrade: Local project partners approved,"Herald Reporters THE policies being implemented by the Government to stabilise the economy and strengthen the local currency by removing large sums from circulation and promoting its desirability, have started bearing fruit, with the Zimbabwe dollar becoming scarce as predicted by President Mnangagwa. The Zimbabwe dollar is now firming against the US dollar on the […]",https://www.herald.co.zw/harare-chirundu-highway-upgrade-local-project-partners-approved/
Politics,Policy measures to stabilise economy bearing fruit,"Bulawayo Bureau THE construction of the massive Lake Gwayi-Shangani in Matabeleland North province has led to the establishment of downstream industries, which have widened the economic impact of the project through job creation and reducing cost of implementation. On the sidelines of the lake construction site is a new metal fabrication business unit, quarry making […]",https://www.herald.co.zw/policy-measures-to-stabilise-economy-bearing-fruit/
Politics,Gwayi-Shangani downstream industries boost job creation,"Patrick Chitumba Midlands Bureau Chief DEVOLUTION funds have transformed education, health and social amenities with a new clinic, class-room blocks and rehabilitated roads emerging in the six wards making up Gokwe Town Council as the Second Republic continues pushing development all corners of the country by channelling funds to local councils. According to Gokwe Town […]",https://www.herald.co.zw/gwayi-shangani-downstream-industries-boost-job-creation/
Politics,Devolution funds transform Gokwe,"Africa Moyo in BEITBRIDGE MOTORISTS, commuters and Beitbridge residents, yesterday welcomed the directive by President Mnangagwa for the immediate construction of the 760km Beitbridge-Bulawayo-Victoria Falls highway. In his keynote address while commissioning the Beitbridge Border Post upgrade and modernisation project on Wednesday, President Mnangagwa directed Transport and Infrastructural Development Minister Felix Mhona to immediately ensure […]",https://www.herald.co.zw/devolution-funds-transform-gokwe/
Politics,"Motorists, travellers welcome Beitbridge-Vic Falls Road rehab","Africa Moyo in BEITBRIDGE President Mnangagwa yesterday commissioned the modernised Beitbridge Border Post and said all border posts would be upgraded to improve the quality of services in the transport sub-sector. He directed Transport and Infrastructural Development Minister Felix Mhona to ensure the speedy upgrading of the Beitbridge-Bulawayo-Victoria Falls highway. President Mnangagwa, who arrived in […]",https://www.herald.co.zw/motorists-travellers-welcome-beitbridge-vic-falls-road-rehab/
Politics,President unveils new-look Beitbridge Border Post,"Thupeyo Muleya Beitbridge Bureau Zimbabweans yesterday hailed the Second Republic for delivering on its pre-election promises to accelerate infrastructure development, especially the modernisation and transformation of the Beitbridge Border Post and the county’s southern border town. Civil works on the border post began last year under the US$300 million Private Public Partnership (PPP) between the […]",https://www.herald.co.zw/president-unveils-new-look-beitbridge-border-post-2/
Politics,Zimbabweans hail border modernisation,"Bulawayo Bureau DEVOLUTION funds have transformed the health sector with new clinics emerging in several districts in Matabeleland as the Second Republic steps up the inclusive developmental philosophy of leaving no one and no place behind. The programme has helped local authorities in Matabeleland and other parts of the country boost health service delivery, particularly […]",https://www.herald.co.zw/zimbabweans-hail-border-modernisation-2/
Politics,Devolution transforms Matabeleland health sector,"Lesego Valela and Trust Freddy The 112th edition of the Zimbabwe Agricultural Show started yesterday at the Exhibition Park in Harare, with high expectations from exhibitors on unique business and networking opportunities. A few exhibitors were still putting last touches to their stands yesterday. As expected on the first day every year, there was a […]",https://www.herald.co.zw/devolution-transforms-matabeleland-health-sector/
Politics,Agric Show exhibitors optimistic,"Trust Freddy Herald Correspondent The Government is targeting to plant three million orange trees across the country to improve nutrition and pollinator species which are declining, posing a threat to the country’s food security. Chief director for Agricultural Advisory and Rural Development Services, Professor Obert Jiri, recently told a beekeepers’ symposium that was held at […]",https://www.herald.co.zw/agric-show-exhibitors-optimistic/
Politics,Govt targets 3 million orange trees,Conrad Mupesa Mashonaland West Bureau A NEW mining technique to address Muriel Mine’s receding gold levels through extracting the metal from slime dumps has the potential to boost the company revenue and contribute towards the attainment of a US$12 billion economy by 2023. The Zvimba-based Pan African Mining’s (PAM) Pvt Ltd operating mine is expected […],https://www.herald.co.zw/govt-targets-3-million-orange-trees/
Politics,New mining tech to the rescue,"Zvamaida Murwira in KWEKWE ZIMBABWE is poised to be at the apex of development given its rich pool of talented youths in various fields like engineering who have put shoulders to the wheel in transforming the country towards an upper middle class economy by 2030, President Mnangagwa has said. Taking advantage of the conducive business […]",https://www.herald.co.zw/new-mining-tech-to-the-rescue/
Politics,President commends talented young people,"Midlands Bureau There has been growing hope among the Redcliff community as the revival of former Steel giant, Zisco Steel takes shape. Closed for over a decade, Zisco Steel in Redcliff was once one of the largest steel giant in Southern Africa, producing over one million tonnes of steel annually with around 8 000 workers. […]",https://www.herald.co.zw/president-commends-talented-young-people/
Politics,,"Wallace Ruzvidzo Herald Reporter President Mnangagwa has directed Zimbabwean ambassadors-designate being deployed to Tanzania, the Democratic Republic of Congo (DRC) and Equatorial Guinea, to represent the country well and further its interests through championing increased economic cooperation. Ambassadors-Designate Ms Helen Bangawe Dingani, who will be leaving for Tanzania, Lieutenant General (Retired) David Sigauke, who will […]",
Politics,President directs diplomats to further nation’s interests,Wallace Ruzvidzo Herald Reporter National Housing and Social Amenities Deputy Minister Musa Ncube and Veterans of the Liberation Struggle Affairs Deputy Minister Headman Moyo pledged to serve the country diligently in the discharge of their duties after President Mnangagwa swore them into office yesterday. Deputy Minister Ncube was appointed following the reassigning of Deputy Minister […],https://www.herald.co.zw/president-directs-diplomats-to-further-nations-interests/
Politics,President swears in 2 Deputy Ministers,"Herald Reporter  The Presidential Borehole Drilling Scheme came to the rescue of Guruve residents following an accidental cyanide spillage at Eureka Gold Mine resulting in the contamination of the town’s water source, Dande River.  Through the Presidential Borehole Drilling Scheme being implemented by the Zimbabwe National Water Authority (Zimbabwe Water Authority), 11 solar powered boreholes […]",https://www.herald.co.zw/president-swears-in-2-deputy-ministers/
Politics,Presidential borehole drilling scheme comes in handy for Guruve,"Blessings Chidakwa in GWERU Zimbabwe Defence Forces (ZDF) should always defend the secure and stable environment prevailing in the country for the attainment of Vision 2030 while embracing science, technology, and innovation to broaden capabilities within the military sector, the President said yesterday. ZDF, which is the “People’s Force”, has always effectively defended the beloved […]",https://www.herald.co.zw/presidential-borehole-drilling-scheme-comes-in-handy-for-guruve/
Politics,"We believe in you, President tells ZDF","Blessings Chidakwa in GWERU Presiding over the commissioning parade of the Regular Officer Cadet Course 3/39/22 at Zimbabwe Military Academy (ZMA) in Gweru, President Mnangagwa who is the Commander-in-Chief of the Zimbabwe Defence Forces said serving the Defence Forces is a life of service. The President asked the newly commissioned Officer Cadets to have unflinching […]",https://www.herald.co.zw/we-believe-in-you-president-tells-zdf/
Politics,"Unflinching patriotism and loyalty key in ZDF, President","Herald Reporter Herald Reporter Christ Embassy heavyweight and pastor, deputy to Chris Oyakilome Reverend Tom Amenkhienan, has paid a courtesy call on President Mnangagwa at State House this morning. The second most powerful man at Christ Embassy who is in the country for the four-day conference that began yesterday was accompanied by Ambassador at Large Uebert […]",https://www.herald.co.zw/unflinching-patriotism-and-loyalty-key-in-zdf-president/
Politics,Christ Embassy heavyweight meets President Mnangagwa,PRESIDENT Mnangagwa is today expected to preside over the commissioning parade of the Regular Officer Cadet Course 3/39/22 at Zimbabwe Military Academy (ZMA) in Gweru.,https://www.herald.co.zw/christ-embassy-heavyweight-meets-president-mnangagwa/
Politics,President to preside over ZMA commissioning parade,Farirai Machivenyika-Senior Reporter Outgoing Kuwait Ambassador to Zimbabwe Mr Salem Shibeeb Hamad Alkaledi yesterday bade farewell to President Mnangagwa at State House and called for the strengthening of ties between the two countries. Zimbabwe and Kuwait established diplomatic relations in 1991. “We have a historical relationship with Zimbabwe and we appreciate that relationship and we […],https://www.herald.co.zw/president-to-preside-over-zma-commissioning-parade/
Politics,Kuwait ambassador bids President farewell,"Wallace Ruzvidzo Herald Reporter Zimbabwe’s workforce is the cornerstone of the country’s aspirations towards the attainment of Vision 2030 as workers continue to guide the country into a future of prosperity, equity and sustainable development, President Mnangagwa has said. In his Workers’ Day commemoration speech delivered at State House yesterday, President Mnangagwa said the dedication, […]",https://www.herald.co.zw/kuwait-ambassador-bids-president-farewell/
Politics,Workers cornerstone to prosperity — President,"Zimbabwe joins the rest of the world in celebrating International Workers’ Day on May 1, 2024. We observe and celebrate the invaluable contributions of workers across all sectors to our society. This day serves as a reminder of the tireless efforts, dedication and resilience demonstrated by the workers of our country. As the nation commemorates […]",https://www.herald.co.zw/workers-cornerstone-to-prosperity-president/
Politics,President’s address on International Workers’ Day,"Zvamaida Murwira Senior Reporter The nation should emulate the dedication and patriotism shown by fallen national heroes through embracing the Zimbabwe Gold currency, which was recently introduced by the central bank, as it is a symbol of the country’s national identity and dignity, President Mnangagwa has said. He said this yesterday while addressing thousands of […]",https://www.herald.co.zw/presidents-address-on-international-workers-day/
Politics,Let us protect our currency — President,"South Africa’s former President Thabo Mbeki has vowed to remove “rotten apples” and “thieves” from the governing African National Congress (ANC) party. The 81-year-old was on the campaign trail for the ANC for the first time ahead of elections in May. He made the pledge in front of cheering crowds in Soweto. Mr Mbeki, who […]",https://www.herald.co.zw/let-us-protect-our-currency-president/
Politics,Former President Mbeki promises to remove bad apples from ANC,Precious Manomano Herald Reporter So far 11 563 864 tilapia fingerlings under the Presidential Community Fisheries Scheme have been released into 1 010 fish ponds and 59 dams across the country as the Government scales up efforts to boost fish production with more fingerlings expected to be released as the programme spreads. The Agricultural and […],https://www.herald.co.zw/former-president-mbeki-promises-to-remove-bad-apples-from-anc/
Politics,Presidential Fisheries Scheme forges ahead,"Fungi Kwaramba in BULAWAYO ZIMBABWE and Kenya must leverage on their rich shared history, social, political and economic ties as well as abundant natural resources for the mutual benefit of their citizens, President Mnangagwa said here last night. Addressing a banquet to honour Kenyan President William Ruto, who will today officially open the Zimbabwe International […]",https://www.herald.co.zw/presidential-fisheries-scheme-forges-ahead/
Politics,"Zim, Kenya must leverage on rich shared history: President","Mukudzei Chingwere in TEHRAN, Iran VICE President Dr Constantino Chiwenga yesterday met Iranian President Ebrahim Raisi for bilateral talks as Zimbabwe continually seeks global economic synergies in traditional and emerging markets. The meeting was held on the sidelines of the Iran-Africa International Economic Conference which the VP is attending together with Government representatives from across […]",https://www.herald.co.zw/zim-kenya-must-leverage-on-rich-shared-history-president/
Politics,,GOVERNMENT has launched a probe into schools that are rejecting the payment of school fees in ZiG as schools opened for the second term smoothly today without any glitches.,
Politics,Government probes schools rejecting ZiG,"Phyllis Kachere Deputy News Editor (Convergence) Lying in Region 5 which is characterised by little or no rain, Siansundu and Saba wards in drought-prone Binga district in Matabeleland North, at border with Zambia, face water shortages. The situation has been worsened by the lowering of the water table which has seen most boreholes in the […]",https://www.herald.co.zw/government-probes-schools-rejecting-zig/
Politics,"Climate change: Government, partners bring relief to Binga","Ivan Zhakata Herald Correspondent Since private players with free funds were given the green light to enhance food security, the private sector’s response through maize imports has been commended by the Government. Addressing journalists in Harare yesterday, Grain Millers Association of Zimbabwe (GMAZ) chairperson, Dr Tafadzwa Musarara said the cooperation between the private sector and […]",https://www.herald.co.zw/climate-change-government-partners-bring-relief-to-binga/
Politics,Government and millers join hands to promote food security,"Victor Maphosa recently in Chivhu Losing a loved one is heart-wrenching, it is even more harrowing when death robs a family of many members, including even toddlers, unfortunately that was the case when 16 people died in a horror crash last Friday. Families still search for answers, but fate made its call in a flash, […]",https://www.herald.co.zw/government-and-millers-join-hands-to-promote-food-security/
Politics,Government commended for assisting bereaved families,"Godknows Hofisi Business & Law This article is more on the business side than the ones I usually write which dwells more on commercial law. In this article, which is quite general, I look at the benefits to businesses for supporting Government programmes. Put differently, this article is about the advantages to businesses for being […]",https://www.herald.co.zw/government-commended-for-assisting-bereaved-families/
Politics,Benefits of business for supporting Government,"The Zimbabwe Chamber of SMEs has hailed the Second Republic for introducing the ZiG saying the move will arrest inflationary pressures, restore savings and stimulate investment as the nation works towards attaining Vision 2030.",https://www.herald.co.zw/benefits-of-business-for-supporting-government/
Politics,Zim Chamber of SMEs lauds Government on ZiG,"Trust Freddy  Herald Correspondent  More than 3 000 out of the 4 000 dip-tanks have been repaired or revived, and Government plans to rehabilitate 500 more this year, as the Second Republic intensifies the fight against tick-borne diseases. Lands, Agriculture, Fisheries, Water and Rural Development Minister Dr Anxious Masuka said the fight against tick-borne diseases […]",https://www.herald.co.zw/zim-chamber-of-smes-lauds-government-on-zig/
Politics,Government rehabilitates 3 000 dip tanks,"Wallace Ruzvidzo Herald Reporter Government has gone all out to cater for over 70 000 people that are expected to converge for the Independence Day celebrations in Murambinda, Manicaland Province. Speaking at a post-Cabinet media briefing today, Information, Publicity and Broadcasting Services Minister Dr Jenfan Muswere said the ministry had worked flat out to ensure […]",https://www.herald.co.zw/government-rehabilitates-3-000-dip-tanks/
Politics,Government pulls out all stops for Uhuru celebrations,"Freeman Razemba Senior Reporter The Zimbabwe Republic Police (ZRP) and the Vehicle Inspectorate Department (VID) will conduct joint enforcement operations on the country’s roads in an effort to ensure that traffic rules and regulations are adhered to during the Independence holiday, a senior Government official has said. In a statement, Transport and Infrastructural Development Minister […]",https://www.herald.co.zw/government-pulls-out-all-stops-for-uhuru-celebrations/
Politics,Government urges motorists to exercise extreme caution on the roads,"Zvamaida Murwira Senior Reporter Zanu PF is fully behind the newly-introduced Zimbabwe Gold (ZiG) currency given that it is backed by gold which has always been the mainstay of the country’s economy, a senior party official has said. The revolutionary party’s Secretary for Information and Publicity, Cde Christopher Mutsvangwa said gold is a stable store […]",https://www.herald.co.zw/government-urges-motorists-to-exercise-extreme-caution-on-the-roads/
